2025-05-25 04:32:09 - main                      - INFO - N/A - Starting LangGraph with parallel processing
2025-05-25 04:39:03 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 134 started
2025-05-25 04:39:12 - event_scoring             - INFO - 36.775s - Successfully calculated event scores
2025-05-25 04:39:12 - event_scoring             - INFO - 36.776s - Chunk 129 processed successfully. Processed 1 general events.
2025-05-25 04:39:14 - sentiment_analysis        - INFO - 38.674s - Successfully got sentiment score
2025-05-25 04:39:14 - sentiment_analysis        - INFO - 38.674s - Chunk 129 processed successfully. Processed 1 person events.
2025-05-25 04:39:14 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 129 started
2025-05-25 04:39:14 - inconsistency_detection   - INFO - 0.012s - Chunk 129 processed successfully. Processed 1 person events.
2025-05-25 04:39:14 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 129 started
2025-05-25 04:39:14 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 129.
2025-05-25 04:39:14 - person_summary            - INFO - N/A - No sentiment history found for person Dr. Loren R. Oki in chunk 129, generating new.
2025-05-25 04:39:25 - person_summary            - ERROR - N/A - Error in refinement process: 'max_length'. Falling back to truncation.
2025-05-25 04:39:25 - person_summary            - INFO - 39.071s - Successfully got comment
2025-05-25 04:39:25 - person_summary            - INFO - 39.072s - Chunk 133 processed successfully. Processed 1 person events.
2025-05-25 04:39:25 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 133 started
2025-05-25 04:39:31 - person_summary            - INFO - 35.510s - Successfully got comment
2025-05-25 04:39:31 - person_summary            - INFO - 35.512s - Chunk 128 processed successfully. Processed 1 person events.
2025-05-25 04:39:31 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 128 started
2025-05-25 04:39:37 - opinion_scoring           - INFO - 33.800s - Successfully calculated opinion scores
2025-05-25 04:39:37 - opinion_scoring           - INFO - 33.800s - Chunk 134 processed successfully. Processed 1 person events.
2025-05-25 04:39:37 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 04:39:37 - write_node                - ERROR - N/A - Opinion scores not saved correctly for ID 9: hotness: expected 0.44499999999999995, got 0.445
2025-05-25 04:39:37 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 04:39:37 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 04:39:37 - write_node                - INFO - N/A - Chunk 134 marked as processed
2025-05-25 04:39:38 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 130 started
2025-05-25 04:39:45 - person_summary            - INFO - 30.868s - Successfully got comment
2025-05-25 04:39:45 - person_summary            - INFO - 30.870s - Chunk 129 processed successfully. Processed 1 person events.
2025-05-25 04:39:45 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 129 started
2025-05-25 04:39:51 - opinion_scoring           - INFO - 26.640s - Successfully calculated opinion scores
2025-05-25 04:39:51 - opinion_scoring           - INFO - 26.640s - Chunk 133 processed successfully. Processed 1 person events.
2025-05-25 04:39:51 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 04:39:51 - write_node                - ERROR - N/A - Opinion scores not saved correctly for ID 10: hotness: expected 0.7749999999999999, got 0.775
2025-05-25 04:39:51 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 04:39:51 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 04:39:51 - write_node                - INFO - N/A - Chunk 133 marked as processed
2025-05-25 04:39:52 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 131 started
2025-05-25 04:39:56 - opinion_scoring           - INFO - 24.837s - Successfully calculated opinion scores
2025-05-25 04:39:56 - opinion_scoring           - INFO - 24.838s - Chunk 128 processed successfully. Processed 1 person events.
2025-05-25 04:39:56 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 04:39:56 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 04:39:56 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 04:39:56 - write_node                - INFO - N/A - Chunk 128 marked as processed
2025-05-25 04:39:57 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 132 started
2025-05-25 04:40:10 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 318). Attempting to fix...
2025-05-25 04:40:10 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 04:40:10 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 253 (char 252)
2025-05-25 04:40:10 - event_classifier          - INFO - 31.982s - Chunk 130 processed, (1) general events, (1) opinions.
2025-05-25 04:40:10 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 130 started
2025-05-25 04:40:10 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 130 started
2025-05-25 04:40:16 - opinion_scoring           - INFO - 31.617s - Successfully calculated opinion scores
2025-05-25 04:40:16 - opinion_scoring           - INFO - 31.617s - Chunk 129 processed successfully. Processed 1 person events.
2025-05-25 04:40:16 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 04:40:16 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 04:40:16 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 04:40:16 - write_node                - INFO - N/A - Chunk 129 marked as processed
2025-05-25 04:40:17 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 127 started
2025-05-25 04:40:28 - event_classifier          - WARNING - N/A - Received invalid JSON response: Invalid control character at: line 8 column 141 (char 371). Attempting to fix...
2025-05-25 04:40:28 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 04:40:28 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 228 (char 227)
2025-05-25 04:40:28 - event_classifier          - INFO - 35.888s - Chunk 131 processed, (1) general events, (1) opinions.
2025-05-25 04:40:28 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 131 started
2025-05-25 04:40:28 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 131 started
2025-05-25 04:40:40 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 335). Attempting to fix...
2025-05-25 04:40:40 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 04:40:40 - event_classifier          - INFO - N/A - Successfully reconstructed JSON with regex field extraction
2025-05-25 04:40:40 - event_classifier          - INFO - 43.870s - Chunk 132 processed, (1) general events, (1) opinions.
2025-05-25 04:40:40 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 132 started
2025-05-25 04:40:40 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 132 started
2025-05-25 04:40:49 - event_scoring             - INFO - 39.535s - Successfully calculated event scores
2025-05-25 04:40:49 - event_scoring             - INFO - 39.536s - Chunk 130 processed successfully. Processed 1 general events.
2025-05-25 04:40:51 - sentiment_analysis        - INFO - 41.324s - Successfully got sentiment score
2025-05-25 04:40:51 - sentiment_analysis        - INFO - 41.324s - Chunk 130 processed successfully. Processed 1 person events.
2025-05-25 04:40:51 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 130 started
2025-05-25 04:40:51 - inconsistency_detection   - INFO - 0.012s - Chunk 130 processed successfully. Processed 1 person events.
2025-05-25 04:40:51 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 130 started
2025-05-25 04:40:51 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 130.
2025-05-25 04:40:51 - person_summary            - INFO - N/A - No sentiment history found for person Andreas Szankay in chunk 130, generating new.
2025-05-25 04:41:03 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 471). Attempting to fix...
2025-05-25 04:41:03 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 04:41:03 - event_classifier          - INFO - N/A - Successfully reconstructed JSON with regex field extraction
2025-05-25 04:41:03 - event_classifier          - INFO - 46.424s - Chunk 127 processed, (1) general events, (1) opinions.
2025-05-25 04:41:03 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 127 started
2025-05-25 04:41:03 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 127 started
2025-05-25 04:41:10 - event_scoring             - INFO - 41.963s - Successfully calculated event scores
2025-05-25 04:41:10 - event_scoring             - INFO - 41.963s - Chunk 131 processed successfully. Processed 1 general events.
2025-05-25 04:41:12 - sentiment_analysis        - INFO - 43.753s - Successfully got sentiment score
2025-05-25 04:41:12 - sentiment_analysis        - INFO - 43.753s - Chunk 131 processed successfully. Processed 1 person events.
2025-05-25 04:41:12 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 131 started
2025-05-25 04:41:12 - inconsistency_detection   - INFO - 0.012s - Chunk 131 processed successfully. Processed 1 person events.
2025-05-25 04:41:12 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 131 started
2025-05-25 04:41:12 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 131.
2025-05-25 04:41:12 - person_summary            - INFO - N/A - No sentiment history found for person Sarah Bidwell in chunk 131, generating new.
2025-05-25 04:41:20 - event_scoring             - INFO - 39.567s - Successfully calculated event scores
2025-05-25 04:41:20 - event_scoring             - INFO - 39.567s - Chunk 132 processed successfully. Processed 1 general events.
2025-05-25 04:41:22 - sentiment_analysis        - INFO - 41.461s - Successfully got sentiment score
2025-05-25 04:41:22 - sentiment_analysis        - INFO - 41.461s - Chunk 132 processed successfully. Processed 1 person events.
2025-05-25 04:41:22 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 132 started
2025-05-25 04:41:22 - inconsistency_detection   - INFO - 0.012s - Chunk 132 processed successfully. Processed 1 person events.
2025-05-25 04:41:22 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 132 started
2025-05-25 04:41:22 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 132.
2025-05-25 04:41:22 - person_summary            - INFO - N/A - No sentiment history found for person @the.plant.baddie in chunk 132, generating new.
2025-05-25 04:41:32 - person_summary            - INFO - 40.659s - Successfully got comment
2025-05-25 04:41:32 - person_summary            - INFO - 40.660s - Chunk 130 processed successfully. Processed 1 person events.
2025-05-25 04:41:32 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 130 started
2025-05-25 04:41:38 - event_scoring             - INFO - 34.707s - Successfully calculated event scores
2025-05-25 04:41:38 - event_scoring             - INFO - 34.708s - Chunk 127 processed successfully. Processed 1 general events.
